@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE classe {388,185,344,111,612,041,211}


@DATA
0, 0.185, 0, 0, 0, 0.0264, 0, 0, 0, 0.0332, 0, 0.0707, 0, 0, 0, 0, 4.29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,185
0.4711, 0.195, 0, 0, 0, 0.0204, 0.0908, 0.2263, 0, 0, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0.645, 0, 0.2657, 0, 0, 0, 0, 0, 0, 0, 0, 0.1218, 0.0811, 0, 0.8186, 0.355,185
0.93, 0.195, 0, 0, 0, 0, 0.0908, 0, 0, 0.0795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0.1986, 0.11, 0.0531, 0, 0, 0.2521, 0,185
0.8878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4371, 0,185
1.4967, 0.39, 0, 0, 0, 0.0264, 0.25, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0.2239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1991, 0, 0.11, 0, 0, 0.2757, 0,185
0.5011, 0.7567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0811, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0.075, 0, 0.028, 0, 0, 0.0764, 0,185
0.2378, 0, 0, 0, 0, 0.0388, 0, 0, 0, 0, 0, 0, 0.4235, 0, 0.1522, 0.0656, 0, 0, 0, 0, 0.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1378, 0.935, 0,185
2.5811, 0, 0, 0, 0, 0.047, 0, 0.1125, 0, 0.0332, 0, 0, 0.0627, 0, 0, 0, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0, 0.0159, 0, 0, 0.4164, 0,185
0.9033, 0, 0, 0.065, 0, 0.0569, 0, 0, 0, 0, 0, 0, 0, 0, 0.1522, 0.0639, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0.1313, 0.0186, 0, 0, 0.09, 0,185
0.47, 0.185, 0, 0, 0, 0, 0.0908, 0, 0, 0.0458, 0.645, 0.0556, 0.1396, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3633, 0.0373, 0, 0, 0.0943, 0,185
2.6756, 0, 0, 0, 0, 0, 0, 0, 0, 0.0332, 0, 0.0707, 0.1327, 0, 0, 0.0406, 0, 0, 0, 0, 0.0274, 0, 0.196, 0, 0, 0, 0, 0, 0, 0.0159, 0, 0, 0.4129, 0,185
0.31, 0.195, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0359, 0, 0, 0.4207, 0,185
0.9467, 0.195, 0.14, 0, 0, 0, 0, 0.1125, 0.275, 0.0584, 0, 0, 0.0804, 0, 0, 0, 0, 0, 0.1613, 0, 0, 0, 0, 0, 0.0774, 0, 0, 0, 0, 0, 0, 0.1378, 0.7143, 0,185
0.7744, 0, 0, 0, 0, 0.0199, 0, 0, 0, 0.0332, 0, 0.0315, 0, 0, 0.4578, 0.2117, 0, 0, 0, 0, 0.0274, 0, 0.692, 0, 0, 0, 0, 0, 0, 0.0386, 0.0932, 0.6889, 1.3221, 0.71,185
0.6133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.174, 0.0314, 0, 0, 0, 0, 0, 0.0537, 0, 0, 0, 0,185
0.3889, 0, 0, 0, 0, 0.0185, 0.3338, 0.1125, 0, 0, 0, 0.0356, 0.0742, 0, 0, 0.0811, 0, 0, 0, 0, 0.2357, 0, 0.174, 0, 0, 0, 0, 0, 0.094, 0.02, 0, 0, 0.1693, 0,185
1.3989, 2.3183, 0, 0, 0, 0.0199, 0.0623, 0, 0, 0.1168, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0, 0.0774, 0, 0, 0.0377, 0, 0.0167, 0.1584, 0, 0.3743, 0,185
0.4178, 0, 0, 0, 0, 0, 0, 0, 0, 0.22, 0, 0.0348, 0, 0, 0, 0.0656, 0, 0, 0.2037, 0, 0.0596, 0, 0.418, 0.0325, 0, 0, 4.43, 0.0609, 0.3933, 0, 0, 0.1522, 0.1229, 0,185
1.0689, 1.3017, 0.07, 0, 0, 0.0191, 0.0623, 0, 0, 0, 0, 0, 0.07, 0, 0, 0.3522, 42.88, 0, 0.1613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0.355,185
0.4533, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0, 0.0967, 0, 0, 0, 0, 0, 0, 1.0113, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0198, 0, 0, 0.9864, 0,185
0.7867, 0, 0.07, 0, 0.428, 0.0473, 0, 0, 0, 0, 0.295, 0, 0, 0, 0, 0.0694, 0, 0, 0, 0, 0, 0, 0.196, 0, 0, 0, 0, 0.0864, 0, 0.0533, 0, 0, 0.2386, 0,185
1.7611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.196, 0, 0, 0, 0, 0, 0, 0.0935, 0, 0, 0.5864, 0,185
1.2489, 0, 0, 0, 0, 0.0267, 0, 0.2263, 0, 0.0868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.37, 0.0458, 0, 0, 0, 0, 0, 0.0365, 0, 0.1378, 0.4336, 0,185
1.3044, 2.4833, 0.14, 0.065, 0, 0.0191, 0, 0.4475, 0, 0.1526, 0, 0.0693, 0, 0, 0, 0, 0, 0, 0.305, 0, 0, 0, 0, 0.0931, 0, 0, 0, 0.0377, 0, 0.1796, 0, 0, 0, 0,185
0.9767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.196, 0, 0, 0, 0, 0, 0, 0.0606, 0, 0, 0.3586, 0,185
0.4922, 0, 0, 0, 0, 0.0393, 0, 0, 0, 0, 0, 0, 0.1269, 0, 0, 0, 2.14, 0, 0, 0, 0, 0, 0, 0.0719, 0, 0, 0, 0, 0, 0.0198, 0, 0, 0.0521, 0,185
0.8678, 0, 0, 0, 0, 0.0407, 0, 0, 0, 0.0332, 0, 0.0452, 0, 0, 0, 0, 0, 0, 0, 0, 0.0822, 0, 0.37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1607, 0,185
0.4622, 1.6617, 0.1178, 0, 0, 0, 0, 0.2263, 0, 0, 0, 0.0663, 0, 0, 0, 0, 0, 0, 0.1613, 0, 0.0613, 0, 0, 0, 0, 0, 0, 0, 0, 0.0431, 0, 0.1378, 1.6664, 0,185
0.2978, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0, 0, 0.3954, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0.0364, 0, 0, 0, 0.075, 0, 0.0159, 0, 0, 0.2771, 0,185
0.4044, 2.7233, 0.14, 0.5, 0, 0.0518, 0, 1.3163, 0, 0.0463, 0, 0, 0, 0, 0, 0.2028, 0, 0, 0, 0, 0, 0, 0, 0.1289, 0, 0, 0, 0, 0, 0.0584, 0.0605, 0, 0, 0,185
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.094, 0, 0, 0, 0.1064, 0,185
0.8411, 0, 0, 0, 0, 0.0494, 0, 0.3388, 0, 0, 0, 0.0356, 0, 0, 0, 0, 17.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21, 0.0923, 0, 0.0365, 0.2874, 0.1556, 0.1229, 0,185
0.9489, 3.2083, 0.21, 0, 0, 0, 0, 0.2213, 0, 0, 0, 0.0663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1441, 0, 0, 0, 0,185
1.5322, 1.525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0715, 0, 0, 0, 0.0411, 0, 0, 0.2063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2188, 0, 0, 0.1807, 0,185
2.15, 0, 0, 0.1815, 0, 0.0157, 0, 0, 0, 0, 0, 0.0356, 0.0804, 0, 0, 0, 0, 0, 0, 0, 0.0548, 0, 0.39, 0, 0, 0, 0, 0.2409, 0.094, 0.0869, 0, 0, 0.335, 0,185
0.2833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1396, 0, 0, 0.0656, 0, 0, 0, 0, 0.0274, 0, 0.196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0986, 0,185
1.5967, 0.7683, 0, 0, 0, 0, 0.0623, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0.0386, 0, 0, 0, 0,185
1.8678, 1.275, 0.14, 0, 0, 0, 0, 0.5338, 0, 0.0332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0167, 0, 0, 0.0757, 0,185
2.2644, 0.38, 0.07, 0, 0, 0.0191, 0, 0, 0, 0.1326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.196, 0.0458, 0, 0, 0, 0, 0, 0.1151, 0, 0, 0.0307, 0.355,185
1.1044, 0.8283, 0, 0, 0, 0.0191, 0, 0.1125, 0, 0.0932, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0357, 0, 0, 0.0986, 0,185
0.4744, 0, 0, 0, 0, 0, 0, 0, 0, 0.1368, 0, 0.0541, 0, 0, 0, 0, 2.14, 0, 0.1613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0186, 0, 0, 0.3043, 0,185
0.8178, 0, 0.1544, 0, 0, 0, 0, 0, 0, 0.0595, 0, 0.0663, 0, 0, 0.1522, 0, 0, 0, 0, 0, 0, 0, 0.174, 0, 0.0774, 0, 0, 0, 0, 0.069, 0, 0.1378, 0.5536, 0,185
3.19, 1.5167, 0.07, 0, 0, 0.0504, 0, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0.2106, 0, 0, 0, 0, 0, 0, 0, 0.0569, 0, 0, 0, 0, 0, 0.1778, 0, 0, 0, 0,185
1.5644, 2.26, 0.14, 0, 0, 0.0499, 0, 0, 0, 0, 0, 0, 0.0635, 0, 0, 0.0656, 2.14, 0, 0, 0, 0, 0, 0, 0.0311, 0, 0, 0, 0, 0, 0, 0, 0, 0.0757, 0,185
0.8622, 0, 0, 0, 0, 0, 0, 0.2263, 0, 0, 0, 0.1289, 0.0731, 0, 0, 0.0406, 0, 0, 0.3225, 0, 0.0548, 0, 0.174, 0, 0, 0, 0, 0, 0, 0.0471, 0, 0.1378, 1.1757, 0,185
0.4033, 0, 0, 0, 0, 0.0199, 0, 0.1125, 0, 0.2316, 0, 0.183, 0, 0, 0, 0, 0, 0, 1.13, 0, 0, 0, 0, 0, 0.1019, 0, 0, 0.1323, 0.11, 0.1475, 0, 0.4133, 0.81, 0,185
1.5144, 0.195, 0, 0, 0, 0, 0, 0.1125, 0, 0.1047, 0, 0.0774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.174, 0.0547, 0.0774, 0, 0, 0.0377, 0, 0.0639, 0, 0, 0.3657, 0,185
1.2011, 0, 0, 0, 0, 0, 0, 0.2813, 0, 0.4753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1365, 0, 0.196, 0.1011, 0, 0, 0, 0, 0, 0.0337, 0, 0, 0.2471, 0,185
0.49, 0, 0.1344, 0, 0, 0.0264, 0.1246, 0.1125, 0, 0.0789, 0, 0.067, 0, 0, 0, 0.0811, 0, 0, 0.1613, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0186, 0, 0, 0.1914, 0,185
0.3756, 0, 0.07, 0, 0, 0.0727, 0, 0, 0, 0, 0, 0, 0.0719, 0, 1.0433, 0, 0, 0, 0, 0, 0.1096, 0, 0.476, 0, 0, 0, 0, 0, 0, 0.0914, 0, 0, 0, 0,185
1.2033, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0.0348, 0, 0, 0, 0.0656, 0, 0, 0.3225, 0, 0, 0.27, 0, 0, 0, 0, 0, 0, 0, 0.0373, 0, 0, 0.3879, 0,185
0.5222, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0, 0.113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.075, 0, 0.0345, 0, 0, 0.2893, 0,185
2.06, 0, 0, 0, 0, 0, 0, 0.3388, 0, 0, 0, 0.0348, 0, 0, 0, 0.0411, 0, 0, 0.9688, 0, 0, 0, 0.52, 0, 0, 0, 0, 0, 0, 0, 0, 0.1378, 1.4736, 0,185
4.1667, 0.3883, 0, 0, 0, 0.0393, 0, 0.3388, 0, 0.0663, 0, 0.0504, 0, 0, 0, 0.0411, 0, 0, 1.6138, 0, 0.1504, 0, 0.39, 0.0547, 0, 0, 0, 0, 0, 0.1639, 0, 0, 0.8593, 0,185
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1456, 0, 0, 0, 0, 0.0874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0,185
0.1389, 0, 0, 0, 0, 0.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.645, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0.0545, 0, 0.1169, 0, 0, 0.5107, 0,185
1.94, 0.9417, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0.15, 0, 0, 0, 0.1011, 0, 0, 0, 0, 0, 0, 0, 0.2697, 0, 0, 0, 0.0377, 0, 0.1349, 0.1158, 0, 0, 0,185
0.66, 0.185, 0, 0, 0, 0, 0.0623, 0, 0, 0, 0.3217, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.1796, 0, 0, 0, 0, 0, 0, 0, 0.2367, 0.0571, 0, 0, 0.1521, 0,185
0.9589, 0, 0.07, 0, 0, 0, 0, 0.2263, 0, 0, 0, 0.1356, 0.0742, 0, 0, 0, 0, 0, 0.3225, 0, 0, 0, 0.346, 0, 0, 0, 0, 0, 0, 0.0367, 0, 0.1556, 1.4429, 0,185
0.5811, 0, 0, 0, 0, 0, 0, 0, 0, 0.0463, 0, 0, 0, 0, 0.1522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0784, 0, 0, 0.1671, 0,185
0.5744, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0.0704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0, 0, 0.0377, 0, 0.0516, 0, 0, 0.0829, 0,185
1.8978, 0, 0.07, 0.0895, 0, 0, 0, 0.2263, 0, 0, 0, 0.1552, 0, 0, 0, 0, 0, 0, 0.9688, 0, 0.0909, 0, 0.586, 0, 0, 0, 0, 0, 0, 0.0867, 0, 0, 0.5686, 0,185
1.37, 0, 0, 0, 0, 0, 0.0908, 0, 0, 0, 0, 0.063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1441, 0, 0, 0, 0, 0, 0, 0.4133, 0.8407, 0,185
1.8922, 0, 0, 0, 0, 0, 0, 0, 0, 0.0463, 0, 0.0452, 0, 0, 0, 0.0761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1227, 0.1335, 0, 0, 0, 0,185
2.16, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0, 0.1552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.196, 0.0314, 0, 0, 0, 0, 0, 0.0167, 0, 0, 0.3857, 0,185
0.2278, 0, 0, 0, 0, 0, 0.0623, 0, 0, 0, 0, 0, 0, 0, 0, 0.1628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.028, 0, 0, 0, 0,185
1.0778, 0, 0, 0, 0, 0.0185, 0, 0.2188, 0, 0.0911, 0.94, 0, 0.07, 0, 0.1522, 0.1222, 0, 0, 0, 0, 0.0874, 0, 0.346, 0, 0, 0, 0, 0, 0.38, 0.0818, 0, 0, 0.1064, 0,185
1.8211, 0, 0, 0.0895, 0.454, 0.0242, 0, 0, 0, 0.0905, 0, 0.11, 0.07, 0, 0, 0, 0, 0, 0, 0, 0.4774, 0, 0, 0.1639, 0.2148, 0, 0, 0, 0, 0, 0, 0, 0.0986, 0,185
1.4556, 1.2667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0,185
0.8744, 0.195, 0, 0.065, 0, 0, 0, 0.1125, 0, 0.0732, 0, 0.1248, 0, 0, 0, 0, 4.29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0.0524, 0, 0, 0.1371, 0.355,185
0.2978, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0, 0.0315, 0, 0, 0, 0.1256, 0, 0, 0.4838, 0, 0, 0, 0, 0.0528, 0, 0, 0, 0.0377, 0, 0, 0, 0.2756, 0.51, 0,185
1.6489, 0, 0, 0, 0, 0, 0.1185, 0.3238, 0, 0.1816, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3933, 0.0596, 0, 0, 0.4757, 0,185
0.3656, 0, 0, 0, 0, 0.0264, 0.1231, 0, 0, 0, 0, 0, 0, 0, 1.5656, 0.0761, 0, 0, 0, 0, 0.137, 0, 0.174, 0, 0, 0, 1.11, 0, 0, 0.0559, 0.0811, 0, 0.0829, 0,185
1.4122, 1.1667, 0.07, 0, 0, 0.0384, 0, 0.1125, 0, 0, 0, 0.0507, 0.0731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0682, 0, 0, 0.0707, 0.355,185
0.6033, 0, 0, 0, 0, 0, 0, 0.4375, 0, 0.1195, 0, 0, 0, 0, 0, 0.1328, 15.01, 0, 0.1613, 0, 0, 0.27, 0, 0, 0, 0, 0, 0.06, 0, 0.0159, 0, 0.2756, 0.375, 0,185
1.0033, 0, 0.2244, 0, 0, 0, 0.1185, 0, 0, 0.0595, 0, 0.0541, 0, 0, 0, 0.0656, 0, 0, 0, 0, 0, 1.0375, 0, 0, 0, 0.665, 1.11, 0.1209, 0, 0, 0, 0, 0.5929, 0,185
1.8778, 0, 0, 0, 0, 0, 0, 0, 0, 0.0663, 0, 0, 0.1058, 0, 0, 0.1222, 0, 0, 0, 0, 0.0613, 0, 1.082, 0, 0, 0, 0, 0, 0, 0.0473, 0, 0, 0.2279, 0,185
1.6689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07, 0, 0, 0.0656, 0, 0, 0, 0, 0.2035, 0, 0.37, 0, 0, 0, 0, 0, 0, 0.0186, 0, 0, 0.3207, 0,185
0.74, 0, 0, 0, 0, 0, 0, 0, 0, 0.0932, 0, 0.1337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.39, 0, 0, 0, 0, 0.1323, 0, 0, 0, 0.3489, 0.2457, 0,185
0.9356, 0, 0.07, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0.0985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1245, 0, 0.0365, 0, 0.4133, 1.9279, 0,185
1.1322, 0, 0, 0, 0, 0, 0, 0, 0, 0.0732, 0, 0, 0.0635, 0, 0, 0.0411, 0, 0, 0, 0, 0, 0.5425, 0, 0, 0, 0, 1.11, 0, 0.2627, 0.1053, 0, 0, 0.1986, 0,185
1.1211, 0, 0, 0, 0, 0, 0, 0.2263, 0, 0, 0, 0, 0.1612, 0, 0, 0.0567, 0, 0, 0, 0, 0.1796, 0, 0.174, 0, 0, 0, 0, 0, 0, 0.0841, 0, 0, 0.0521, 0,185
0.7056, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0, 0, 0, 0, 0.1522, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0.0628, 0, 0, 0, 0, 0, 0, 0, 0, 0.2486, 0,185
2.1311, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0.0662, 0, 0, 0.0411, 0, 0, 0, 0, 0.3948, 0, 0, 0, 0, 0, 0, 0, 0, 0.0249, 0, 0, 1.3193, 0,185
0.7589, 0, 0, 0, 0, 0, 0, 0.2263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1613, 0, 0, 0.5425, 0, 0, 0, 0, 0, 0, 0, 0.0431, 0, 0.1378, 0.7807, 0,185
0.3167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0186, 0, 0, 0.1586, 0,185
1.2533, 3.475, 0, 0, 0, 0.0678, 0, 0, 0, 0.1595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0447, 0, 0, 0.0986, 0,185
0.9578, 0.38, 0, 0, 0, 0.0185, 0.0623, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0.2278, 0, 0, 0.3225, 0, 0, 0, 0, 0, 0.0904, 0, 0, 0, 0, 0.111, 0, 0, 2.2, 0,185
2.3222, 1.17, 0.21, 0, 0, 0.0845, 0, 0, 0, 0, 0, 0.0356, 0.0635, 0, 0, 0.1517, 0, 0, 0, 0, 0, 0, 0, 0.065, 0.0681, 0, 0, 0.0377, 0, 0.0365, 0, 0, 0.1521, 0,185
0.4444, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0.15, 0, 0.0663, 0, 0, 0.3056, 0, 0, 0, 0, 0.4075, 0.2652, 0, 0.174, 0, 0, 0, 0, 0, 0, 0.0678, 0, 0, 0.1536, 0,185
1.5244, 0.38, 0, 0, 0, 0, 0.0623, 0, 0, 0.1195, 0, 0.0356, 0, 0, 0, 0, 0, 0, 0, 0, 0.0596, 0, 0.196, 0.0797, 0, 0, 0, 0.075, 0, 0, 0, 0, 0.16, 0,185
0.78, 0.5633, 0.14, 0, 0, 0, 0, 0.1125, 0, 0, 0, 0.0663, 0, 0, 0, 0, 0, 0, 1.85, 0, 0.0274, 0, 0, 0.3167, 0, 0, 0, 0, 0, 0.0859, 0, 0, 1.5271, 0,185
1.0656, 0, 0, 0, 0, 0.0591, 0.0623, 0, 0, 0, 0.94, 0, 0.0485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0.38, 0.0198, 0, 0, 0, 0,185
0.8, 0, 0, 0.163, 0, 0.0306, 0.0908, 0, 0, 0.0732, 0, 0, 0.0635, 0, 0, 0.1067, 0, 0, 0.1613, 0, 0, 1.0825, 0, 0.0314, 0, 0, 2.21, 0, 0.2427, 0.0373, 0.0789, 0, 0.2257, 0,185
0.6033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1313, 0.0635, 0.0932, 0, 0.2293, 0,185
0.8878, 1.1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4838, 0, 0.0274, 0, 0.976, 0, 0, 0, 0, 0, 0, 0.0445, 0, 0, 0.3843, 0,185
1.3667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0.174, 0, 0, 0, 0, 0.1323, 0, 0.02, 0, 0, 0, 0,185
0, 0.195, 0, 0, 0, 0.0499, 0.1185, 0.3513, 0.55, 0.3042, 0, 0.2048, 0.0804, 0, 0.3056, 0.0656, 0, 0, 0, 0, 0.133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2214, 0,211
0, 0.185, 0, 0, 0, 0.0555, 0.0908, 0, 0, 0.5695, 0.295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0, 0.0314, 0, 0, 0, 0, 0, 0.02, 0, 0, 0, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1168, 0, 0.0544, 0, 0, 0.1733, 0.0639, 0, 0, 0, 0, 0, 0, 0.346, 0, 0.42, 0, 0, 0, 0, 0.0306, 0.0605, 0, 0.3714, 0,211
0, 0, 0, 0, 0, 0.0157, 0.7592, 0.7813, 0, 0.2095, 0, 0, 0, 0, 0, 0.3794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1323, 0, 0, 0, 0, 0.1771, 0,211
0, 0, 0, 0.065, 0, 0, 0, 0, 0, 0.0332, 0, 0.3744, 0, 0, 0.1733, 0, 0, 0, 0, 0, 0, 0, 1.48, 0.0364, 0.0681, 0, 0, 0, 0, 0.0167, 0, 0, 0.2286, 0,211
0.0867, 0, 0, 0, 0, 0, 0.1854, 0.7013, 0, 0.0789, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0.0274, 0, 0, 0.0536, 0.0681, 0, 0, 0.0545, 0, 0, 0, 0, 0, 0,211
0, 0.195, 0, 0, 0, 0, 0.1231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0.1933, 0, 0.665, 0, 0, 0, 0, 0, 0, 0, 0,211
0, 0, 0, 0, 0, 0.0194, 0, 0.175, 0, 0, 0, 0.1537, 0, 0, 0, 0.205, 0, 0, 0, 0, 0, 0, 0.174, 0, 0, 0, 0, 0, 0, 0.0431, 0, 0, 0.2479, 0,211
