@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE classe {388,185,344,111,612,041,211}


@DATA
0, 0, 0.28, 0, 0, 0, 0.0785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2907, 0,211
0.1267, 0, 0, 0, 0, 0, 0.0623, 0, 0, 0.1363, 0.6167, 0, 0.0485, 0, 0, 0.4794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0377, 0.1267, 0, 0, 0, 0.09, 0,211
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0.1393, 0, 0, 0, 0.1239, 0, 0, 0, 0, 0, 0, 0.346, 0, 0, 0, 0, 0, 0, 0.0835, 0.1284, 0.1378, 0.3857, 0,211
0.1322, 0, 0, 0, 0, 0, 0, 0, 0, 0.0911, 0, 0, 0.0485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0314, 0, 0, 4.43, 0, 0, 0.0653, 0, 0, 0.0521, 0,211
0.0811, 0, 0, 0, 0, 0, 0, 0, 0, 0.2758, 0.3217, 0, 0, 0, 0, 0.0761, 0, 0, 0, 0, 0, 0, 0, 0.0636, 0, 0, 0, 0, 0.2533, 0, 0, 0.29, 0.0307, 0,211
0.1611, 0, 0, 0.0875, 0, 0, 0, 0.175, 0, 0.4721, 0, 0, 0, 0, 0.1522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0492, 0, 0, 0.1136, 0,211
0, 0, 0, 0, 0, 0, 0.1569, 0, 0, 0, 0, 0.0315, 0, 0, 0, 0.1283, 0, 0, 0, 0, 0, 0, 0.52, 0, 0, 0, 0, 0, 0, 0.0698, 0, 0.9233, 0.0307, 0,211
0, 0, 0, 0, 0, 0.0306, 0, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,211
0, 0.195, 0, 0.0875, 0, 0, 0.5608, 0.3438, 0, 0.0463, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0, 0, 0, 0, 0, 0.0614, 0,211
0, 0.7817, 0, 0.149, 0, 0, 0, 2.8888, 0, 0.1584, 0, 0.0441, 0, 0, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0.0581, 0, 0, 0, 0.1264, 0, 0, 0, 0, 0.0629, 0,211
0, 0.38, 0, 0.2235, 0, 0, 0, 0.4325, 0, 0.1463, 0, 0.0348, 0, 0, 0, 0, 0, 0, 0.2037, 0, 0, 0, 0, 0.0325, 0, 0, 0, 0, 0, 0.0669, 0, 0, 0.0936, 0,211
0, 0, 0, 0, 0.858, 0.0724, 0, 0, 0, 0.0663, 0, 0, 0.0719, 0, 0, 0.0411, 0, 0, 0, 0, 0.0596, 0, 0.346, 0, 0, 0, 0, 0, 0, 0.0235, 0, 0, 0.0921, 0,344
0.0456, 0, 0.3244, 0, 0, 0.0221, 0.4715, 0.1125, 0, 0.0463, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0, 0, 0, 0, 0.39, 0.0478, 0, 0, 1.11, 0.0377, 0, 0.0351, 0, 0, 0.2464, 0,344
0, 0, 0.0844, 0.0875, 0, 0.1019, 0, 0.1125, 0, 0.3226, 0, 0.0507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0825, 1.536, 0.0325, 0, 0, 0, 0, 0, 0.0537, 0, 0, 0.0921, 0,344
0.2267, 0, 0.07, 0, 0, 0.0582, 0.0785, 0.2113, 0, 0, 0, 0.0544, 0, 0, 0, 0, 0, 0, 0, 0, 0.0822, 1.4525, 0, 0.0639, 0, 0, 0, 0.0559, 0, 0.0516, 0, 0, 0, 0.71,344
0, 0, 0.2189, 0, 0, 0.0706, 0.2754, 0.1125, 0, 0.0584, 0, 0.2341, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0.37, 0, 0, 0, 0, 0.065, 0.094, 0.0273, 0, 1.0878, 0.0307, 0.355,344
0, 0, 0, 0, 0, 0, 0, 0.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0.174, 0, 0, 0, 0, 0, 0, 0.0167, 0, 0, 0.2136, 0.355,344
0, 0, 0, 0.0935, 0, 0.0473, 0.6285, 0.43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.895, 0, 0, 0, 0, 0, 0.0545, 0, 0.0922, 0, 0, 0, 0,344
0, 0, 0, 0, 0, 0.0199, 0.1408, 0, 0, 0.0332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0.986, 0, 0, 0, 0, 0, 0, 0.0167, 0, 0.3044, 0.0307, 0,344
0, 0, 0.49, 0, 0, 0, 0, 0, 0, 0.3811, 0, 0.063, 0.0485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.476, 0, 0, 0, 0, 0, 0, 0.1482, 0, 0.1756, 0.0921, 0,344
0.1811, 0, 0.9222, 0, 0, 0, 0.0623, 0.3513, 0, 0.3184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2325, 0.196, 0.0472, 0, 0, 0, 0.0377, 0, 0, 0.0605, 0.8944, 0.0629, 0,344
0.0811, 0, 1.5322, 0, 0, 0, 0.3931, 0, 0, 0.0584, 0, 0.0707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1673, 0, 0, 0, 0.7722, 0.0614, 0,344
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,344
0, 0, 0.0844, 0, 0, 0.0937, 0.55, 0.3238, 0, 0.0332, 0, 0.0315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.165, 0, 0, 0.0744, 0, 0, 0.1091, 0, 0.0869, 0, 0.6111, 0.2536, 0,344
0.0456, 0, 1.1067, 0, 0, 0, 0, 0, 0, 0.1179, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.0596, 1.6325, 0.39, 0, 0, 0, 0, 0, 0, 0.0498, 0, 3.5311, 0.0307, 0,344
0.0867, 0, 0, 0.065, 0, 0.0306, 0, 0.1125, 0, 0, 0, 0.0356, 0.1454, 0, 0, 0.2356, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1756, 0.3386, 0,344
0.0811, 0, 1.0978, 0, 0, 0, 0, 0.3513, 0, 0.1047, 0, 0.0611, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.0822, 0, 0, 0, 0, 0, 0, 0.4236, 0, 0.0292, 0, 1.3956, 0, 0,344
0, 0, 0.1544, 0, 0, 0, 0.2892, 0, 0, 0.0332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.346, 0, 0, 0, 0, 0, 0, 0.1025, 0, 0, 0.0614, 0,344
0, 0, 2, 0, 0, 0, 0.2354, 0, 0, 0.0789, 0, 0, 0, 0, 0.1733, 0.06, 0, 0, 0, 0, 0.0548, 0, 0.174, 0.0325, 0, 0, 0, 0.375, 0, 0.0273, 0, 0.3122, 0.0629, 0.355,344
0, 0, 0, 0, 0, 0.2721, 0.0908, 0, 0, 0, 0, 0.0356, 0.07, 0, 0, 0.2222, 0, 0, 0, 0, 0.0635, 0, 0, 0, 0, 0, 0, 0.075, 0, 0.0367, 0, 0, 0.0629, 0.355,344
0, 0, 0.6789, 0, 0, 0.0157, 0.55, 0, 0, 0.0789, 0, 0.0356, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0.0651, 0, 0, 0.235, 0,344
0.1556, 0, 0.0844, 0, 0, 0.0254, 0.3262, 0.4425, 0, 0.1653, 0, 0, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0.1265, 0, 0, 0.0528, 0, 0, 0, 0, 0, 0.082, 0, 0, 0.0614, 0.355,344
0.1367, 0, 0.2944, 0, 0, 0, 0.0623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2325, 0, 0, 0, 0.665, 3.32, 0.3286, 0, 0.0467, 0, 0, 0.0764, 0,344
0.0867, 0, 1.1033, 0, 0, 0, 0.55, 0.5263, 0, 0.1121, 0, 0.1867, 0, 0, 0, 0.0817, 0, 0, 0, 0, 0, 0.27, 0.346, 0, 0, 0, 0, 0.0377, 0, 0.0159, 0, 0, 0, 0,344
0.0456, 0, 0, 0, 0, 0.067, 0.2462, 0.1125, 0, 0.1737, 0, 0.0663, 0, 0, 0, 0, 0, 0, 0.2037, 0, 0, 0, 0, 0.2678, 0, 0, 0, 0.0605, 0, 0.0267, 0, 0.1522, 0, 0,344
0.0867, 0, 1.4056, 0, 0, 0.0267, 0.2354, 0.1125, 0, 0.1511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.077, 0, 0, 0.0536, 0, 0, 0, 0.0559, 0, 0.1553, 0, 1.2222, 0.245, 0,344
0, 0, 0.17, 0.0815, 0, 0, 0, 0, 0, 0.0332, 0, 0.0315, 0, 0, 0, 0.1133, 0, 0, 0, 0, 0, 0.2325, 0, 0, 0, 0, 0, 0, 0, 0.1406, 0, 0, 0.1129, 0,344
0, 0, 0, 0, 0, 0.041, 0.0908, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0.4567, 0, 0, 0, 0, 0, 0, 0, 0, 0.2157, 0.355,344
0, 0, 3.5733, 0, 0, 0, 0, 0, 0, 0.0463, 0, 0.063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0373, 0, 0, 0.0614, 0,344
0, 0, 0.17, 0, 0, 0, 0.0785, 0, 0, 0.0932, 0, 0.0996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.196, 0, 0, 0, 0, 0.0877, 0, 0.0159, 0, 0, 0.1279, 0.71,344
0.3422, 0, 0.1344, 0.0815, 9.154, 0, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0.1233, 0, 0, 0, 0, 0.4074, 0, 0, 0.0458, 0, 0, 0, 0, 0.1227, 0.0367, 0.0811, 0, 0.2929, 0,344
0, 0, 0.4811, 0, 0, 0, 0.0623, 0, 0, 0.0458, 0, 0, 0.07, 0, 0.3456, 0.1856, 0, 0, 0, 0, 0.0274, 0, 0.716, 0, 0, 0, 0, 0.0682, 0, 0.0167, 0.1211, 0.3122, 0.0707, 0,344
0.0456, 0, 0.4244, 0, 0, 0, 0, 0, 0, 0.1989, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.174, 0, 0, 0, 0, 0.1723, 0.094, 0.0639, 0, 2.4444, 0.0936, 0,344
0.1611, 0, 0.4244, 0, 0, 0.0199, 0.3931, 0, 0, 0.0911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0548, 0, 0.39, 0, 0, 0, 0, 0, 0.3253, 0.0186, 0, 0, 0.0307, 0,344
0.0911, 0, 0.3244, 0, 0, 0.0267, 0.2354, 0, 0, 0.0921, 0, 0.0452, 0.0485, 0, 0, 0.0406, 0, 0, 0.2037, 0, 0, 0, 0, 0, 0, 0, 0, 0.0559, 0, 0.059, 0, 0.1556, 0.3386, 0,344
0.0811, 0.185, 0, 0, 0, 0, 0, 0, 0, 0.1774, 0, 0.0544, 0, 0, 0, 0.0656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0605, 0, 0.0559, 0, 0, 0, 0,344
0, 0, 0.5944, 0, 0, 0, 1.2208, 0.2875, 0, 0.2247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1522, 0.2286, 0,344
0, 0, 0.8478, 0, 0, 0, 0.0785, 0, 0, 0.1263, 0, 0, 0.0627, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0.2325, 0, 0, 0, 0, 0, 0.5314, 0.1227, 0, 0, 0, 0.1136, 0,344
0, 0, 0.7633, 0.065, 0, 0, 2.0431, 0, 0, 0.1568, 0, 0.1519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0436, 0, 0, 0, 0, 0, 0, 0, 0.3044, 0.1014, 0,344
0.1611, 0.38, 1.0222, 0, 0, 0, 0.1246, 0, 0, 0, 0, 0.0544, 0, 0, 0, 0, 0, 0, 0, 0, 0.0548, 1.4525, 0.174, 0, 0, 0, 0, 0.1345, 0, 0.0678, 0.0605, 0, 0.0307, 0,344
0.0456, 0.185, 3.2144, 0, 0, 0, 0, 0, 0, 0.0332, 0, 0.0315, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0.196, 0, 0, 0, 0, 0.0377, 0, 0.0235, 0, 0, 0.0614, 1.065,344
0, 0, 0.8789, 0, 0, 0, 0.8769, 0, 0, 0.1395, 0, 0, 0, 0, 0, 0.0822, 0, 0, 0, 0, 0, 0.2325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3044, 0.0614, 0,344
0, 0, 2.0611, 0, 0, 0, 0, 0, 0, 0, 0, 0.157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.915, 0, 0, 0, 0, 0, 0.205, 0, 0.03, 0, 0, 0, 0,344
0, 0, 0, 0, 0, 0, 0.0785, 0, 0, 0.0595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0.174, 0, 0, 0, 0, 0.2886, 0, 0, 0, 1.0911, 0.0757, 0,344
0, 0, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0.1011, 0, 0, 0, 0, 0.1965, 0, 0, 0.0314, 0, 0, 0, 0.0605, 0, 0, 0, 0.3056, 0.0521, 0,344
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0.0356, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0.0472, 0, 0, 0, 0, 0, 0.0539, 0, 0, 0.0307, 0,344
0, 0, 0, 0, 0, 0.0504, 0, 0.45, 0, 0, 0, 0.0348, 0, 0, 0, 0.385, 0, 0, 0, 0, 0, 0, 0, 0.0797, 0, 0, 0, 0, 0, 0.0531, 0, 0, 0.0757, 0,344
0, 0, 1.1233, 0, 0, 0, 0.0623, 0, 0, 0.0584, 0, 0.0356, 0.0485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.196, 0, 0, 0, 0, 0.1205, 0, 0.0439, 0, 0.1378, 0.23, 0,344
0, 0, 0.2544, 0.0935, 0, 0, 0.6285, 0.175, 0, 0, 0, 0.1604, 0, 0, 0, 0.0994, 0, 0, 0, 0, 0, 1.625, 0.196, 0, 0, 0, 0, 0, 0, 0.1571, 0, 0.3044, 0.145, 0,344
0, 0, 0.7778, 0.149, 0, 0, 0.4715, 0, 0, 0, 0, 0.0452, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0, 0.346, 0, 0, 0, 0, 0, 0, 0.0186, 0.0605, 0.6111, 0.1343, 0,344
0.0778, 0, 0.3211, 0, 0, 0.0227, 0.2031, 0, 0, 0.0921, 0, 0.0356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0.196, 0, 0, 0, 0, 0.3109, 0, 0, 0, 0.1556, 0.1014, 0,344
0.1744, 0, 2.4078, 0, 0, 0.0185, 0.0785, 0, 0, 0, 0, 0, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0.1487, 0, 0.346, 0, 0, 0, 0, 0, 0, 0.0984, 0, 0, 0.0521, 0,344
0.0456, 0, 1.5511, 0.065, 0, 0, 0.3931, 0, 0, 0.0795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0472, 0, 0, 0, 0, 0.1227, 0.0318, 0, 0.3122, 0.1407, 0,344
0.0911, 0, 1.6144, 0, 0, 0.0185, 0.3385, 0, 0, 0.0584, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.37, 0, 0, 0, 0, 0, 0, 0.0653, 0, 0.6233, 0, 0,344
0.0867, 0, 2.0867, 0, 0, 0.0185, 0.1569, 0, 0, 0, 0, 0, 0, 0, 0, 0.185, 0, 0, 0, 0, 0.1487, 0, 0.346, 0, 0, 0, 0, 0, 0, 0.0678, 0, 0, 0.105, 0,344
0.0867, 0, 0, 0, 0.44, 0.0809, 0, 0, 0, 0.0332, 0, 0.0663, 0, 0, 0, 0.0639, 0, 0, 0, 0, 0, 0, 0, 0.0314, 0.0952, 0, 0, 0.0377, 0, 0.0159, 0, 0, 0, 0,344
0, 0, 0.9567, 0, 0, 0.0267, 0.1569, 0, 0, 0, 0, 0, 0.0969, 0, 0, 0.0411, 0, 0, 0, 0, 0, 0.695, 0, 0.1222, 0.1456, 0, 0, 0.065, 0, 0.0249, 0, 0, 0.1014, 0,344
0, 0, 0, 0, 0, 0.1546, 0.0908, 0.1125, 0, 0.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.196, 0.0472, 0, 0, 0, 0.06, 0, 0, 0, 0, 0.3757, 0,344
0.2878, 0, 0.1344, 0.0815, 0.428, 0, 0, 0, 0, 0.2932, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0.1457, 0, 0, 0, 0, 0, 0, 0, 0, 0.0353, 0.0811, 0, 0.4293, 0,344
0.0456, 0, 0, 0, 0, 0.0267, 0.0908, 0, 0, 0.8342, 0, 0, 0.0485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.346, 0.0569, 0, 0, 0, 0, 0, 0.0345, 0.0605, 0, 0.0614, 0,344
0, 0, 0.2544, 0, 0, 0.0399, 0.3262, 0, 0, 0.0932, 0, 0.0315, 0, 0, 0.1522, 0, 0, 0, 0, 0, 0, 0.8125, 0, 0, 0, 0, 0, 0, 0, 0.0186, 0.0605, 0.1556, 0.0707, 0,344
0, 0, 0, 0.1545, 0, 0.0872, 0, 0, 0, 0.0332, 0, 0.0356, 0, 0, 0, 0.1694, 0, 0, 0, 0, 0.0635, 0, 0, 0.0311, 0, 0, 0, 0, 0, 0, 0, 0, 0.2507, 0,344
0, 0, 0.21, 0, 0, 0.0279, 0, 0, 0, 0, 0, 0.1848, 0.1596, 0, 0, 0.0994, 0, 0, 0, 0, 0.0822, 0.27, 0, 0.0314, 0, 0, 0, 0, 0, 0.0765, 0, 0, 0.0921, 0,344
0, 0, 0.3044, 0, 0, 0, 0.7862, 0.7675, 0, 0.1789, 0, 0, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0.0735, 0, 0, 0, 0, 0, 0, 0, 0, 0.0408, 0, 0.1522, 0.1529, 0,344
0.1322, 0, 2.3633, 0.0735, 0, 0.0157, 0.2354, 0, 0, 0, 0, 0.0711, 0, 0, 0, 0.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0337, 0, 0.3311, 0, 0,344
0, 0, 1.0444, 0, 0, 0, 0.1569, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0.346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,344
0, 0, 0.9633, 0, 0, 0.0654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1205, 0, 0.0186, 0, 0, 0.0821, 0,344
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2325, 0, 0, 0, 0, 0, 0, 0, 0.0167, 0, 0, 0, 0,344
0, 0, 2.7233, 0, 0, 0.0425, 0.0785, 0, 0, 0, 0, 0, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0, 0, 0.52, 0.0336, 0, 0, 0, 0, 0, 0.0316, 0, 0, 0, 0,344
0, 0, 0.6789, 0, 0, 0.0233, 0.8254, 0, 0, 0.0921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.37, 0, 0, 0, 0, 0, 0, 0.0333, 0.0789, 0, 0.1243, 0,344
0, 0, 0.8433, 0, 0, 0, 0.1569, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0, 0, 0, 0, 0, 0.0274, 0.27, 0, 0, 0, 0, 0, 0, 0.094, 0, 0, 0.3044, 0, 0,344
0, 0, 0, 0, 0, 0.0455, 0.1815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0336, 0, 0, 0, 0, 0, 0.061, 0, 0, 0.0821, 0,344
0.0456, 0, 0.17, 0, 0, 0, 0.2354, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2325, 0, 0, 0, 0, 0, 0, 0, 0.0186, 0, 0, 0.0307, 0,344
0, 0, 0.0844, 0, 0, 0.0306, 0, 0, 0, 0.0332, 0, 0.1019, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0.0744, 0, 0, 0, 0.1193, 0.0447, 0, 0, 0.0307, 0,344
0.0456, 0, 0.4989, 0, 0, 0.0569, 0.4585, 0, 0, 0.1747, 0, 0.0356, 0, 0, 0, 0.0406, 0, 0, 0, 0, 0.0548, 0.7, 0, 0, 0, 0, 1.11, 0.1205, 0, 0.0159, 0, 0.1967, 0.0307, 0,344
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1227, 0.1543, 0, 0, 0.0921, 0,344
0, 0.185, 0.07, 0, 0, 0, 0.0908, 0, 0, 0.0784, 0, 0.1889, 0.1335, 0, 0, 0.1256, 0, 0, 0, 0, 0.0274, 0, 0.644, 0, 0, 0, 0, 0, 0, 0.0584, 0.0721, 0, 0, 0,344
0, 0, 0, 0, 0, 0.2454, 0, 0, 0, 0.1195, 0, 0.1159, 0, 0, 0, 0.6333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.665, 0, 0.1468, 0, 0, 0, 0, 0.0921, 0.355,344
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0458, 0, 0, 0.0485, 0, 0, 0.0411, 0, 0, 0, 0, 0.2926, 0, 0, 0, 0, 0, 0, 0.2373, 0, 0, 0, 0, 0, 0,344
0.0456, 0, 0, 0, 0, 0.0267, 0.1231, 0, 0, 0.0911, 0, 0.0856, 0, 0, 0, 0.1433, 0, 0, 0, 0, 0, 0, 0, 0.0569, 0.0715, 0, 0, 0.0605, 0.22, 0.0159, 0.1584, 0, 0, 0,344
0, 0, 0, 0.163, 0, 0.0384, 0, 0.44, 0, 0.0595, 0, 0, 0, 0, 0, 0.1611, 0, 0, 0, 0, 0, 0, 0, 0.1853, 0.2048, 0, 0, 0, 0, 0.0498, 0, 0, 0, 0,344
0, 0, 0, 0, 0, 0.0554, 0, 0, 0, 0, 0, 0.0863, 0, 0, 0, 0.0639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0249, 0, 0, 0, 0,344
0, 0, 0, 0, 0, 0.0528, 0.3692, 0.1688, 0, 0.0458, 0, 0.0348, 0, 0, 0, 0.1989, 0, 0, 0.2037, 0, 0, 0, 0, 0.0472, 0, 0, 0, 0.1209, 0, 0, 0.3163, 0, 0, 0,344
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0711, 0.0969, 0, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0539, 0, 0, 0.0921, 0.355,344
0.1611, 0.185, 0.4022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1589, 0, 0, 0, 0, 0.0274, 0.4625, 0, 0, 0, 0, 0, 0.1345, 0, 0, 0, 0, 0, 0,344
0, 0, 1.1278, 0.0735, 0, 0, 0, 0, 0, 0, 0, 0.1726, 0, 0, 0, 0.1106, 0, 0, 0, 0, 0, 0, 0, 0.0472, 0, 0, 0, 0, 0, 0, 0, 0, 0.0521, 0,344
0, 0, 0, 0, 0, 0.0264, 0, 0, 0, 0.1258, 0, 0.2104, 0, 0, 0, 0.0411, 0, 0, 0, 0, 0, 0, 0.494, 0.0314, 0, 0, 0, 0.1205, 0, 0.0249, 0, 0, 0.0614, 0.71,344
0, 0, 0.6422, 0, 0, 0, 0.1231, 0, 0, 0.0458, 0, 0, 0, 0, 0.4789, 0.2378, 0, 0, 0, 0, 0.0274, 0.7325, 0.346, 0.0336, 0, 0, 0, 0, 0, 0.0825, 0.0789, 0, 0.1593, 0,344
0, 0, 0.7122, 0, 0, 0, 0.1569, 0, 0, 0.0921, 0, 0.0315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4625, 0, 0, 0, 0, 0, 0.1205, 0.094, 0.0333, 0, 0, 0, 0,344
0.0456, 0, 1.2078, 0, 0, 0.0425, 0.3146, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.52, 0.0311, 0, 0, 0, 0, 0, 0.0531, 0, 0, 0.1357, 0,344
0.0456, 0, 2.7467, 0, 0, 0, 0.3931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0, 0, 0, 0, 0.0539, 0, 0, 0.105, 0,344
0, 0.185, 0.3244, 0.065, 0, 0, 0.1569, 0, 0, 0, 0, 0, 0, 0, 0, 0.0656, 0, 0, 0, 0, 0, 1.39, 0, 0, 0, 0.665, 0, 0.2409, 0, 0.0467, 0, 0.1522, 0.1471, 0,344
0, 0, 0.1544, 0, 0, 0.0199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,344
0, 0, 0.4744, 0, 0, 0, 0, 0, 0, 0, 0, 0.0544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2325, 0, 0, 0, 0, 0, 0.1995, 0, 0, 0, 0, 0, 0,344
0, 0, 0.4022, 0, 0.454, 0, 0, 0, 0, 0.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0.6163, 0, 0.2739, 0, 0, 0.0314, 0, 0, 0, 0, 0, 0.1167, 0, 0, 0, 0,344
